tag,scalar_value,global_step
Mean Reward,88.55555555555556,266
Loss,0.032667637974283056,267
Epsilon,0.1,267
Reward,194.0,267
Mean Reward,89.61,267
Loss,0.028403044517247754,268
Epsilon,0.1,268
Reward,214.0,268
Mean Reward,90.41414141414141,268
Loss,0.024507604001475305,269
Epsilon,0.1,269
Reward,174.0,269
Mean Reward,91.25,269
Loss,0.022756067971121285,270
Epsilon,0.1,270
Reward,158.0,270
Mean Reward,92.06060606060606,270
Loss,0.020645075325877702,271
Epsilon,0.1,271
Reward,158.0,271
Mean Reward,92.72,271
Loss,0.019018186324396405,272
Epsilon,0.1,272
Reward,147.0,272
Mean Reward,93.55555555555556,272
Loss,0.015659027283032565,273
Epsilon,0.1,273
Reward,177.0,273
Mean Reward,94.39,273
Loss,0.014289137053613862,274
Epsilon,0.1,274
Reward,216.0,274
Mean Reward,95.22222222222223,274
Loss,0.012229410581541254,275
Epsilon,0.1,275
Reward,171.0,275
Mean Reward,95.98,275
Loss,0.011339387353295568,276
Epsilon,0.1,276
Reward,174.0,276
Mean Reward,96.85858585858585,276
Loss,0.01207335687879669,277
Epsilon,0.1,277
Reward,152.0,277
Mean Reward,97.41,277
Loss,0.010035356943692847,278
Epsilon,0.1,278
Reward,203.0,278
Mean Reward,98.29292929292929,278
Loss,0.010455276609807298,279
Epsilon,0.1,279
Reward,164.0,279
Mean Reward,98.95,279
Loss,0.011600652391984628,280
Epsilon,0.1,280
Reward,173.0,280
Mean Reward,99.84848484848484,280
Loss,0.011156557583499399,281
Epsilon,0.1,281
Reward,198.0,281
Mean Reward,100.83,281
Loss,0.010745298282471095,282
Epsilon,0.1,282
Reward,323.0,282
Mean Reward,101.74747474747475,282
Loss,0.009000907209226671,283
Epsilon,0.1,283
Reward,245.0,283
Mean Reward,103.18,283
Loss,0.009955015229972858,284
Epsilon,0.1,284
Reward,189.0,284
Mean Reward,104.11111111111111,284
Loss,0.007808190255847042,285
Epsilon,0.1,285
Reward,157.0,285
Mean Reward,104.64,285
Loss,0.007973783416673541,286
Epsilon,0.1,286
Reward,227.0,286
Mean Reward,105.60606060606061,286
Loss,0.007047305297601269,287
Epsilon,0.1,287
Reward,160.0,287
Mean Reward,106.15,287
Loss,0.006327680859400274,288
Epsilon,0.1,288
Reward,154.0,288
Mean Reward,107.12121212121212,288
Loss,0.005121835536876141,289
Epsilon,0.1,289
Reward,182.0,289
Mean Reward,107.87,289
Loss,0.006486216165619541,290
Epsilon,0.1,290
Reward,196.0,290
Mean Reward,108.84848484848484,290
Loss,0.005124858700851566,291
Epsilon,0.1,291
Reward,149.0,291
Mean Reward,109.25,291
Loss,0.0057721072929174016,292
Epsilon,0.1,292
Reward,192.0,292
Mean Reward,110.25252525252525,292
Loss,0.005156181554701535,293
Epsilon,0.1,293
Reward,157.0,293
Mean Reward,110.72,293
Loss,0.004993690154907618,294
Epsilon,0.1,294
Reward,178.0,294
Mean Reward,111.71717171717172,294
Loss,0.004882300182388307,295
Epsilon,0.1,295
Reward,222.0,295
Mean Reward,112.82,295
Loss,0.0044304017995381645,296
Epsilon,0.1,296
Reward,218.0,296
Mean Reward,113.84848484848484,296
Loss,0.004601584344912889,297
Epsilon,0.1,297
Reward,177.0,297
Mean Reward,114.48,297
Loss,0.00388012047560329,298
Epsilon,0.1,298
Reward,164.0,298
Mean Reward,115.53535353535354,298
Loss,0.004110524544032487,299
Epsilon,0.1,299
Reward,161.0,299
Mean Reward,115.99,299
Loss,0.004287970684262374,300
Epsilon,0.1,300
Reward,176.0,300
Mean Reward,117.01010101010101,300
Loss,0.004026112504376296,301
Epsilon,0.1,301
Reward,179.0,301
Mean Reward,117.63,301
Loss,0.004409920650890426,302
Epsilon,0.1,302
Reward,170.0,302
Mean Reward,118.65656565656566,302
Loss,0.0035348046073397877,303
Epsilon,0.1,303
Reward,153.0,303
Mean Reward,119.0,303
Loss,0.0030835812011264945,304
Epsilon,0.1,304
Reward,153.0,304
Mean Reward,120.08080808080808,304
Loss,0.004122225236813319,305
Epsilon,0.1,305
Reward,149.0,305
Mean Reward,120.37,305
Loss,0.0031076738223064595,306
Epsilon,0.1,306
Reward,154.0,306
Mean Reward,121.44444444444444,306
Loss,0.003288570653934886,307
Epsilon,0.1,307
Reward,157.0,307
Mean Reward,121.8,307
Loss,0.0035173252717500304,308
Epsilon,0.1,308
Reward,173.0,308
Mean Reward,122.86868686868686,308
Loss,0.0037579812742622475,309
Epsilon,0.1,309
Reward,253.0,309
Mean Reward,124.17,309
Loss,0.002838956107698772,310
Epsilon,0.1,310
Reward,162.0,310
Mean Reward,125.28282828282828,310
Loss,0.0033482969321205086,311
Epsilon,0.1,311
Reward,159.0,311
Mean Reward,125.62,311
Loss,0.0038418489414233465,312
Epsilon,0.1,312
Reward,193.0,312
Mean Reward,126.5959595959596,312
Loss,0.0034270570956310897,313
Epsilon,0.1,313
Reward,219.0,313
Mean Reward,127.52,313
Loss,0.0033854235918655737,314
Epsilon,0.1,314
Reward,177.0,314
Mean Reward,128.72727272727272,314
Loss,0.002798488563138036,315
Epsilon,0.1,315
Reward,152.0,315
Mean Reward,128.96,315
Loss,0.0029374901665141805,316
Epsilon,0.1,316
Reward,200.0,316
Mean Reward,130.17171717171718,316
Loss,0.0026732064165414598,317
Epsilon,0.1,317
Reward,171.0,317
Mean Reward,130.58,317
Loss,0.0024886098343629612,318
Epsilon,0.1,318
Reward,183.0,318
Mean Reward,131.77777777777777,318
Loss,0.0024406104942555633,319
Epsilon,0.1,319
Reward,147.0,319
Mean Reward,131.93,319
Loss,0.0021986862300186903,320
Epsilon,0.1,320
Reward,167.0,320
Mean Reward,133.13131313131314,320
Loss,0.0019812362783685864,321
Epsilon,0.1,321
Reward,153.0,321
Mean Reward,133.33,321
Loss,0.0015840842187967636,322
Epsilon,0.1,322
Reward,177.0,322
Mean Reward,134.36363636363637,322
Loss,0.0019034796999261268,323
Epsilon,0.1,323
Reward,184.0,323
Mean Reward,134.86,323
Loss,0.0016194611166914304,324
Epsilon,0.1,324
Reward,165.0,324
Mean Reward,136.12121212121212,324
Loss,0.0013552076534284726,325
Epsilon,0.1,325
Reward,229.0,325
Mean Reward,137.05,325
Loss,0.0012788678122501067,326
Epsilon,0.1,326
Reward,188.0,326
Mean Reward,138.1818181818182,326
Loss,0.0011955836650491608,327
Epsilon,0.1,327
Reward,167.0,327
Mean Reward,138.47,327
Loss,0.001166706446628871,328
Epsilon,0.1,328
Reward,178.0,328
Mean Reward,139.6969696969697,328
Loss,0.0011912760791106514,329
Epsilon,0.1,329
Reward,174.0,329
Mean Reward,140.04,329
Loss,0.0011306494157502635,330
Epsilon,0.1,330
Reward,153.0,330
Mean Reward,141.22222222222223,330
Loss,0.0010319951989830852,331
Epsilon,0.1,331
Reward,176.0,331
Mean Reward,141.57,331
Loss,0.0010032570049481686,332
Epsilon,0.1,332
Reward,170.0,332
Mean Reward,142.8181818181818,332
Loss,0.0009664199986430101,333
Epsilon,0.1,333
Reward,215.0,333
Mean Reward,143.54,333
Loss,0.000983424648638702,334
Epsilon,0.1,334
Reward,182.0,334
Mean Reward,144.64646464646464,334
Loss,0.0010086700844112785,335
Epsilon,0.1,335
Reward,195.0,335
Mean Reward,145.15,335
Loss,0.0009232767612281958,336
Epsilon,0.1,336
Reward,163.0,336
Mean Reward,145.73737373737373,336
Loss,0.0009755603201977655,337
Epsilon,0.1,337
Reward,162.0,337
Mean Reward,145.9,337
Loss,0.0009207979157322254,338
Epsilon,0.1,338
Reward,156.0,338
Mean Reward,147.1010101010101,338
Loss,0.0010085736694285038,339
Epsilon,0.1,339
Reward,187.0,339
Mean Reward,147.5,339
Loss,0.0009030615034626444,340
Epsilon,0.1,340
Reward,185.0,340
Mean Reward,148.78787878787878,340
Loss,0.0008699308429684782,341
Epsilon,0.1,341
Reward,166.0,341
Mean Reward,148.96,341
Loss,0.000941923153166297,342
Epsilon,0.1,342
Reward,180.0,342
Mean Reward,150.13131313131314,342
Loss,0.0009782316926980345,343
Epsilon,0.1,343
Reward,205.0,343
Mean Reward,150.68,343
Loss,0.0009675734143361057,344
Epsilon,0.1,344
Reward,171.0,344
Mean Reward,151.989898989899,344
Loss,0.0009170257744179773,345
Epsilon,0.1,345
Reward,175.0,345
Mean Reward,152.22,345
Loss,0.0008852482344598962,346
Epsilon,0.1,346
Reward,183.0,346
Mean Reward,153.58585858585857,346
Loss,0.0008629749137484892,347
Epsilon,0.1,347
Reward,165.0,347
Mean Reward,153.7,347
Loss,0.0009233160851876141,348
Epsilon,0.1,348
Reward,161.0,348
Mean Reward,155.08080808080808,348
Loss,0.0008958368652707173,349
Epsilon,0.1,349
Reward,180.0,349
Mean Reward,155.33,349
Loss,0.0008733933328975192,350
Epsilon,0.1,350
Reward,168.0,350
Mean Reward,156.72727272727272,350
Loss,0.0008363763111788827,351
Epsilon,0.1,351
Reward,157.0,351
Mean Reward,156.73,351
Loss,0.0008187180449379681,352
Epsilon,0.1,352
Reward,179.0,352
Mean Reward,158.08080808080808,352
Loss,0.0008425374005280564,353
Epsilon,0.1,353
Reward,173.0,353
Mean Reward,158.23,353
Loss,0.0008718851018078459,354
Epsilon,0.1,354
Reward,201.0,354
Mean Reward,159.59595959595958,354
Loss,0.000855772656032303,355
Epsilon,0.1,355
Reward,149.0,355
Mean Reward,159.49,355
Loss,0.0008104351804015609,356
Epsilon,0.1,356
Reward,156.0,356
Mean Reward,160.9090909090909,356
Loss,0.000837854460617867,357
Epsilon,0.1,357
Reward,192.0,357
Mean Reward,161.22,357
Loss,0.0007835740804071783,358
Epsilon,0.1,358
Reward,152.0,358
Mean Reward,162.66666666666666,358
Loss,0.0008220536019911783,359
Epsilon,0.1,359
Reward,180.0,359
Mean Reward,162.84,359
Loss,0.0008451674152696151,360
Epsilon,0.1,360
Reward,158.0,360
Mean Reward,164.16161616161617,360
Loss,0.0007412070607364028,361
Epsilon,0.1,361
Reward,199.0,361
Mean Reward,164.51,361
Loss,0.0008432219730863391,362
Epsilon,0.1,362
Reward,215.0,362
Mean Reward,165.83838383838383,362
Loss,0.0007581067801486652,363
Epsilon,0.1,363
Reward,153.0,363
Mean Reward,165.71,363
Loss,0.0008770102999349832,364
Epsilon,0.1,364
Reward,166.0,364
Mean Reward,167.11111111111111,364
Loss,0.0008709296177037245,365
Epsilon,0.1,365
Reward,161.0,365
Mean Reward,167.05,365
Loss,0.0007474442481166553,366
Epsilon,0.1,366
Reward,221.0,366
Mean Reward,168.32323232323233,366
Loss,0.000582468153261975,367
Epsilon,0.1,367
Reward,212.0,367
Mean Reward,168.76,367
Loss,0.0005668114410250582,368
Epsilon,0.1,368
Reward,159.0,368
Mean Reward,170.04040404040404,368
Loss,0.0005663701664145024,369
Epsilon,0.1,369
Reward,219.0,369
Mean Reward,170.53,369
Loss,0.0005894160414800071,370
Epsilon,0.1,370
Reward,161.0,370
Mean Reward,171.9090909090909,370
Loss,0.0005339498714229829,371
Epsilon,0.1,371
Reward,172.0,371
Mean Reward,171.91,371
Loss,0.0005710678738874516,372
Epsilon,0.1,372
Reward,175.0,372
Mean Reward,173.36363636363637,372
Loss,0.0005246682491615194,373
Epsilon,0.1,373
Reward,177.0,373
Mean Reward,173.4,373
Loss,0.000494269251832986,374
Epsilon,0.1,374
Reward,207.0,374
Mean Reward,174.64646464646464,374
Loss,0.0005088939704364747,375
Epsilon,0.1,375
Reward,160.0,375
Mean Reward,174.5,375
Loss,0.00048575271947196323,376
Epsilon,0.1,376
Reward,173.0,376
Mean Reward,175.6060606060606,376
Loss,0.0005194288919259055,377
Epsilon,0.1,377
Reward,223.0,377
Mean Reward,176.08,377
Loss,0.0004904780740275783,378
Epsilon,0.1,378
Reward,256.0,378
Mean Reward,177.21212121212122,378
Loss,0.000511805823618105,379
Epsilon,0.1,379
Reward,190.0,379
Mean Reward,177.34,379
Loss,0.0004612111372566726,380
Epsilon,0.1,380
Reward,234.0,380
Mean Reward,178.74747474747474,380
Loss,0.0005058229019952535,381
Epsilon,0.1,381
Reward,171.0,381
Mean Reward,178.67,381
Loss,0.0005205439364890964,382
Epsilon,0.1,382
Reward,226.0,382
Mean Reward,179.03030303030303,382
Loss,0.0006176981025456204,383
Epsilon,0.1,383
Reward,196.0,383
Mean Reward,179.2,383
Loss,0.0006646192437691764,384
Epsilon,0.1,384
Reward,162.0,384
Mean Reward,180.12121212121212,384
Loss,0.0006126220042337261,385
Epsilon,0.1,385
Reward,162.0,385
Mean Reward,179.94,385
Loss,0.0006251772395365977,386
Epsilon,0.1,386
Reward,151.0,386
Mean Reward,180.5151515151515,386
Loss,0.0007199709385642971,387
Epsilon,0.1,387
Reward,196.0,387
Mean Reward,180.67,387
Loss,0.0008176600171302513,388
Epsilon,0.1,388
Reward,179.0,388
Mean Reward,181.7070707070707,388
Loss,0.0006729341979995038,389
Epsilon,0.1,389
Reward,168.0,389
Mean Reward,181.57,389
Loss,0.0005646129446596695,390
Epsilon,0.1,390
Reward,208.0,390
Mean Reward,182.0,390
Loss,0.0007005859207800733,391
Epsilon,0.1,391
Reward,208.0,391
Mean Reward,182.26,391
Loss,0.0006098351990164511,392
Epsilon,0.1,392
Reward,162.0,392
Mean Reward,183.3030303030303,392
Loss,0.0006691466503788864,393
Epsilon,0.1,393
Reward,190.0,393
Mean Reward,183.37,393
Loss,0.0007574820035566272,394
Epsilon,0.1,394
Reward,178.0,394
Mean Reward,183.76767676767676,394
Loss,0.0006478444130115262,395
Epsilon,0.1,395
Reward,146.0,395
Mean Reward,183.39,395
Loss,0.0006588148417541645,396
Epsilon,0.1,396
Reward,183.0,396
Mean Reward,183.67676767676767,396
Loss,0.0006201956020612713,397
Epsilon,0.1,397
Reward,210.0,397
Mean Reward,183.94,397
Loss,0.0006879096486525146,398
Epsilon,0.1,398
Reward,237.0,398
Mean Reward,181.5151515151515,398
Loss,0.0007392406836836873,399
Epsilon,0.1,399
Reward,170.0,399
Mean Reward,181.4,399
Loss,0.0007532130428944753,400
Epsilon,0.1,400
Reward,269.0,400
Mean Reward,180.92929292929293,400
Loss,0.0006449787761084735,401
Epsilon,0.1,401
Reward,178.0,401
Mean Reward,180.9,401
Loss,0.0007137725565798622,402
Epsilon,0.1,402
Reward,181.0,402
Mean Reward,180.73737373737373,402
Loss,0.0006853828015664476,403
Epsilon,0.1,403
Reward,160.0,403
Mean Reward,180.53,403
Loss,0.0007833014338373898,404
Epsilon,0.1,404
Reward,147.0,404
Mean Reward,180.989898989899,404
Loss,0.0006352662256383926,405
Epsilon,0.1,405
Reward,158.0,405
Mean Reward,180.76,405
Loss,0.0006903950218187365,406
Epsilon,0.1,406
Reward,153.0,406
Mean Reward,181.44444444444446,406
Loss,0.0006300276092790429,407
Epsilon,0.1,407
Reward,180.0,407
Mean Reward,181.43,407
Loss,0.000678622823302223,408
Epsilon,0.1,408
Reward,179.0,408
Mean Reward,180.68686868686868,408
Loss,0.000667481957567678,409
Epsilon,0.1,409
Reward,241.0,409
Mean Reward,181.29,409
Loss,0.0006165995619085152,410
Epsilon,0.1,410
Reward,232.0,410
Mean Reward,181.73737373737373,410
Loss,0.0006744268973582957,411
Epsilon,0.1,411
Reward,178.0,411
Mean Reward,181.7,411
Loss,0.0005847611903824822,412
Epsilon,0.1,412
Reward,215.0,412
Mean Reward,182.010101010101,412
Loss,0.000631034666493827,413
Epsilon,0.1,413
Reward,418.0,413
Mean Reward,184.37,413
Loss,0.0007005971007710022,414
Epsilon,0.1,414
Reward,155.0,414
Mean Reward,184.85858585858585,414
Loss,0.0007902407513661867,415
Epsilon,0.1,415
Reward,184.0,415
Mean Reward,184.85,415
Loss,0.0006155474281372915,416
Epsilon,0.1,416
Reward,149.0,416
Mean Reward,184.5252525252525,416
Loss,0.0010573369173572347,417
Epsilon,0.1,417
Reward,216.0,417
Mean Reward,184.84,417
Loss,0.000818608471704072,418
Epsilon,0.1,418
Reward,162.0,418
Mean Reward,184.67676767676767,418
Loss,0.0009319699712468206,419
Epsilon,0.1,419
Reward,355.0,419
Mean Reward,186.38,419
Loss,0.000857376132765506,420
Epsilon,0.1,420
Reward,167.0,420
Mean Reward,186.8989898989899,420
Loss,0.0007950967166283535,421
Epsilon,0.1,421
Reward,165.0,421
Mean Reward,186.68,421
Loss,0.0007204619897118606,422
Epsilon,0.1,422
Reward,153.0,422
Mean Reward,185.33333333333334,422
Loss,0.0008421021104185404,423
Epsilon,0.1,423
Reward,189.0,423
Mean Reward,185.37,423
Loss,0.0008161936834221706,424
Epsilon,0.1,424
Reward,150.0,424
Mean Reward,185.0909090909091,424
Loss,0.0009620945058894885,425
Epsilon,0.1,425
Reward,196.0,425
Mean Reward,185.2,425
Loss,0.0008546622048968888,426
Epsilon,0.1,426
Reward,229.0,426
Mean Reward,185.53535353535352,426
Loss,0.0008979513964732178,427
Epsilon,0.1,427
Reward,200.0,427
Mean Reward,185.68,427
Loss,0.0007458259079621804,428
Epsilon,0.1,428
Reward,198.0,428
Mean Reward,185.9090909090909,428
Loss,0.0008103444338570733,429
Epsilon,0.1,429
Reward,238.0,429
Mean Reward,186.43,429
Loss,0.0008919122036519076,430
Epsilon,0.1,430
Reward,170.0,430
Mean Reward,187.03030303030303,430
Loss,0.001092350760226993,431
Epsilon,0.1,431
Reward,171.0,431
Mean Reward,186.87,431
Loss,0.0008402042185709044,432
Epsilon,0.1,432
Reward,159.0,432
Mean Reward,186.78787878787878,432
Loss,0.0006904549608370451,433
Epsilon,0.1,433
Reward,173.0,433
Mean Reward,186.65,433
Loss,0.0008205181998813974,434
Epsilon,0.1,434
Reward,224.0,434
Mean Reward,186.02020202020202,434
Loss,0.0005180762099581233,435
Epsilon,0.1,435
Reward,208.0,435
Mean Reward,186.24,435
Loss,0.000592976581461507,436
Epsilon,0.1,436
Reward,190.0,436
Mean Reward,186.45454545454547,436
Loss,0.0006692607022051613,437
Epsilon,0.1,437
Reward,227.0,437
Mean Reward,186.86,437
Loss,0.0006085927998356055,438
Epsilon,0.1,438
Reward,176.0,438
Mean Reward,186.8989898989899,438
Loss,0.0005206935807277828,439
Epsilon,0.1,439
Reward,216.0,439
Mean Reward,187.19,439
Loss,0.0004875044971648153,440
Epsilon,0.1,440
Reward,186.0,440
Mean Reward,187.02020202020202,440
Loss,0.0005641201618485726,441
Epsilon,0.1,441
Reward,325.0,441
Mean Reward,188.4,441
Loss,0.0005808812592151275,442
Epsilon,0.1,442
Reward,162.0,442
Mean Reward,188.84848484848484,442
Loss,0.0005125587011923816,443
Epsilon,0.1,443
Reward,198.0,443
Mean Reward,188.94,443
Loss,0.00044765981583034067,444
Epsilon,0.1,444
Reward,247.0,444
Mean Reward,188.72727272727272,444
Loss,0.0006194954247997415,445
Epsilon,0.1,445
Reward,178.0,445
Mean Reward,188.62,445
Loss,0.0004700634062879422,446
Epsilon,0.1,446
Reward,179.0,446
Mean Reward,188.8080808080808,446
Loss,0.002014502724181265,447
Epsilon,0.1,447
Reward,236.0,447
Mean Reward,189.28,447
Loss,0.004287702058524914,448
Epsilon,0.1,448
Reward,188.0,448
Mean Reward,189.4848484848485,448
Loss,0.001961611835065776,449
Epsilon,0.1,449
Reward,222.0,449
Mean Reward,189.81,449
Loss,0.001028463049040415,450
Epsilon,0.1,450
Reward,152.0,450
Mean Reward,189.86868686868686,450
Loss,0.0012197096972149527,451
Epsilon,0.1,451
Reward,197.0,451
Mean Reward,189.94,451
Loss,0.0020161603670738474,452
Epsilon,0.1,452
Reward,204.0,452
Mean Reward,190.26262626262627,452
Loss,0.0032971343681209775,453
Epsilon,0.1,453
Reward,180.0,453
Mean Reward,190.16,453
Loss,0.0018338105604289896,454
Epsilon,0.1,454
Reward,206.0,454
Mean Reward,190.6161616161616,454
Loss,0.002614492137640369,455
Epsilon,0.1,455
Reward,186.0,455
Mean Reward,190.57,455
Loss,0.0017305266653868156,456
Epsilon,0.1,456
Reward,247.0,456
Mean Reward,187.53535353535352,456
Loss,0.003341617708845826,457
Epsilon,0.1,457
Reward,275.0,457
Mean Reward,188.41,457
Loss,0.001981420322548589,458
Epsilon,0.1,458
Reward,208.0,458
Mean Reward,188.63636363636363,458
Loss,0.0012874023737882065,459
Epsilon,0.1,459
Reward,183.0,459
Mean Reward,188.58,459
Loss,0.002831331572979839,460
Epsilon,0.1,460
Reward,186.0,460
Mean Reward,189.1010101010101,460
Loss,0.0022317771367486514,461
Epsilon,0.1,461
Reward,174.0,461
Mean Reward,188.95,461
Loss,0.0030358397977763227,462
Epsilon,0.1,462
Reward,193.0,462
Mean Reward,189.36363636363637,462
Loss,0.002538699137730167,463
Epsilon,0.1,463
Reward,206.0,463
Mean Reward,189.53,463
Loss,0.0015300101395041565,464
Epsilon,0.1,464
Reward,176.0,464
Mean Reward,190.05050505050505,464
Loss,0.0027017001911790305,465
Epsilon,0.1,465
Reward,147.0,465
Mean Reward,189.62,465
Loss,0.0007721232085098182,466
Epsilon,0.1,466
Reward,155.0,466
Mean Reward,189.57575757575756,466
Loss,0.002660592764489896,467
Epsilon,0.1,467
Reward,168.0,467
Mean Reward,189.36,467
Loss,0.003196302173340595,468
Epsilon,0.1,468
Reward,171.0,468
Mean Reward,189.5151515151515,468
Loss,0.0006662180085581697,469
Epsilon,0.1,469
Reward,184.0,469
Mean Reward,189.46,469
Loss,0.0013179566522397437,470
Epsilon,0.1,470
Reward,189.0,470
Mean Reward,189.77777777777777,470
Loss,0.002143517135650987,471
Epsilon,0.1,471
Reward,205.0,471
Mean Reward,189.93,471
Loss,0.0020402978987747586,472
Epsilon,0.1,472
Reward,188.0,472
Mean Reward,190.06060606060606,472
Loss,0.003490802872496109,473
Epsilon,0.1,473
Reward,192.0,473
Mean Reward,190.08,473
Loss,0.0017682171003218358,474
Epsilon,0.1,474
Reward,254.0,474
Mean Reward,190.27272727272728,474
Loss,0.003268706482219981,475
Epsilon,0.1,475
Reward,162.0,475
Mean Reward,189.99,475
Loss,0.0018495722257304355,476
Epsilon,0.1,476
Reward,186.0,476
Mean Reward,190.37373737373738,476
Loss,0.002608335227395923,477
Epsilon,0.1,477
Reward,188.0,477
Mean Reward,190.35,477
Loss,0.0010988844423364158,478
Epsilon,0.1,478
Reward,232.0,478
Mean Reward,190.6161616161616,478
Loss,0.003995371215071977,479
Epsilon,0.1,479
Reward,158.0,479
Mean Reward,190.29,479
Loss,0.002588447054322287,480
Epsilon,0.1,480
Reward,182.0,480
Mean Reward,190.21212121212122,480
Loss,0.004910397307766188,481
Epsilon,0.1,481
Reward,162.0,481
Mean Reward,189.93,481
Loss,0.0030346906887141678,482
Epsilon,0.1,482
Reward,326.0,482
Mean Reward,189.37373737373738,482
Loss,0.0053879121966572885,483
Epsilon,0.1,483
Reward,171.0,483
Mean Reward,189.19,483
Loss,0.0032128783930966166,484
Epsilon,0.1,484
Reward,200.0,484
Mean Reward,189.5151515151515,484
Loss,0.0020934670811626485,485
Epsilon,0.1,485
Reward,325.0,485
Mean Reward,190.87,485
Loss,0.0042981452765021595,486
Epsilon,0.1,486
Reward,208.0,486
Mean Reward,191.1818181818182,486
Loss,0.00466970961586913,487
Epsilon,0.1,487
Reward,276.0,487
Mean Reward,192.03,487
Loss,0.0032417291383175007,488
Epsilon,0.1,488
Reward,219.0,488
Mean Reward,192.13131313131314,488
Loss,0.004899601351440256,489
Epsilon,0.1,489
Reward,221.0,489
Mean Reward,192.42,489
Loss,0.0037656059276045873,490
Epsilon,0.1,490
Reward,213.0,490
Mean Reward,192.85858585858585,490
Loss,0.003219322095166569,491
Epsilon,0.1,491
Reward,245.0,491
Mean Reward,193.38,491
Loss,0.004142500780133521,492
Epsilon,0.1,492
Reward,186.0,492
Mean Reward,193.74747474747474,492
Loss,0.0038321905971325848,493
Epsilon,0.1,493
Reward,177.0,493
Mean Reward,193.58,493
Loss,0.0027822293517314584,494
Epsilon,0.1,494
Reward,228.0,494
Mean Reward,193.2929292929293,494
Loss,0.002532598809562761,495
Epsilon,0.1,495
Reward,203.0,495
Mean Reward,193.39,495
Loss,0.0037343251160331047,496
Epsilon,0.1,496
Reward,156.0,496
Mean Reward,193.55555555555554,496
Loss,0.0020895200442143922,497
Epsilon,0.1,497
Reward,177.0,497
Mean Reward,193.39,497
Loss,0.0016781016677664094,498
Epsilon,0.1,498
Reward,187.0,498
Mean Reward,193.7171717171717,498
Loss,0.002230597329508647,499
Epsilon,0.1,499
Reward,188.0,499
Mean Reward,193.66,499
